-- phpMyAdmin SQL Dump
-- version 2.11.7
-- http://www.phpmyadmin.net
--
-- Host: localhost
-- Generation Time: Jul 10, 2008 at 12:20 PM
-- Server version: 5.0.58
-- PHP Version: 5.2.6

SET SQL_MODE="NO_AUTO_VALUE_ON_ZERO";

--
-- Database: `bender1`
--

-- --------------------------------------------------------

--
-- Table structure for table `tbl`
--

CREATE TABLE IF NOT EXISTS `tbl` (
  `id` int(11) NOT NULL auto_increment,
  `ti` int(11) NOT NULL,
  `os` tinyint(4) NOT NULL,
  `br` tinyint(4) NOT NULL,
  `cn` smallint(6) NOT NULL,
  `ip` int(11) NOT NULL,
  `ok` tinyint(4) NOT NULL,
  `sp` tinyint(4) NOT NULL default '0',
  `ma` tinyint(4) NOT NULL default '0',
  `mi` tinyint(4) NOT NULL default '0',
  UNIQUE KEY `ip` (`ip`),
  KEY `id` (`id`)
) ENGINE=MyISAM  DEFAULT CHARSET=latin1 AUTO_INCREMENT=15754 ;

--
-- Dumping data for table `tbl`
--

INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(13103, 1215669562, 3, 2, 63, 1489297779, 0, 0, 6, 0),
(13104, 1215669572, 2, 2, 134, 704189808, 1, 2, 6, 0),
(13105, 1215669585, 2, 4, 0, 168493121, 0, 0, 0, 0),
(13106, 1215669599, 3, 2, 56, 1419406424, 0, 0, 6, 0),
(13107, 1215669600, 3, 2, 185, 1441532780, 0, 0, 6, 0),
(13108, 1215669604, 2, 2, 108, 1460334314, 0, 0, 7, 0),
(13109, 1215669613, 3, 2, 210, 2098941380, 0, 0, 6, 0),
(13110, 1215669636, 3, 2, 36, 1476197313, 0, 0, 6, 0),
(13111, 1215669656, 3, 2, 226, -1103060017, 0, 0, 6, 0),
(13112, 1215669667, 2, 1, 222, 1299742968, 0, 0, 9, 51),
(13113, 1215669683, 3, 2, 179, 1566990260, 0, 0, 7, 0),
(13114, 1215669689, 2, 3, 99, 1536417442, 0, 0, 2, 13),
(13115, 1215669718, 3, 2, 103, 2057468227, 0, 0, 6, 0),
(13116, 1215669763, 3, 2, 46, -1101068899, 0, 0, 6, 0),
(13117, 1215669769, 3, 2, 217, 1493054695, 1, 2, 6, 0),
(13118, 1215669806, 2, 2, 56, 1527806684, 0, 0, 7, 0),
(13119, 1215669825, 5, 2, 103, 2046117253, 0, 0, 5, 0),
(13120, 1215669836, 4, 2, 225, 1094151788, 0, 0, 7, 0),
(13121, 1215669841, 3, 2, 222, 1299875134, 0, 0, 7, 0),
(13122, 1215669865, 2, 2, 185, 1531834229, 0, 0, 7, 0),
(13123, 1215669881, 2, 2, 0, -1062726732, 0, 0, 6, 0),
(13124, 1215669898, 3, 2, 108, 1349032523, 0, 0, 6, 0),
(13125, 1215669905, 3, 2, 233, -553808005, 1, 2, 6, 0),
(13126, 1215669911, 3, 2, 134, 1371554428, 0, 0, 6, 0),
(13127, 1215669925, 3, 2, 67, 1395396114, 0, 0, 6, 0),
(13128, 1215669939, 1, 2, 56, 1413391983, 1, 2, 6, 0),
(13129, 1215669941, 3, 2, 185, 1408179898, 0, 0, 6, 0),
(13130, 1215669943, 3, 2, 185, 1383232854, 0, 0, 6, 0),
(13131, 1215669962, 2, 2, 67, 1335146340, 0, 0, 7, 0),
(13132, 1215669992, 5, 2, 94, 1002234359, 0, 0, 7, 0),
(13133, 1215669998, 3, 2, 174, 1394383915, 0, 0, 6, 0),
(13134, 1215670008, 3, 2, 225, -963099134, 0, 0, 6, 0),
(13135, 1215670027, 2, 2, 185, 1311108578, 0, 0, 7, 0),
(13136, 1215670050, 2, 3, 99, 1490128176, 0, 0, 2, 7),
(13137, 1215670054, 2, 3, 99, 1053381521, 0, 0, 2, 15),
(13138, 1215670056, 3, 2, 185, 1495226532, 0, 0, 6, 0),
(13139, 1215670073, 2, 3, 99, 1384357309, 0, 0, 1, 12),
(13140, 1215670078, 2, 2, 56, 1421853794, 0, 0, 7, 0),
(13141, 1215670093, 3, 2, 77, -1051589150, 0, 0, 6, 0),
(13142, 1215670097, 3, 2, 58, 1463422220, 0, 0, 6, 0),
(13143, 1215670142, 3, 2, 56, 1438006870, 0, 0, 7, 0),
(13144, 1215670145, 2, 2, 74, 1405117317, 0, 0, 7, 0),
(13145, 1215670148, 2, 2, 67, 1477036138, 0, 0, 7, 0),
(13146, 1215670154, 2, 2, 77, -651483589, 0, 0, 7, 0),
(13147, 1215670155, 3, 2, 134, 704215774, 0, 0, 6, 0),
(13148, 1215670176, 3, 2, 0, -1062667093, 0, 0, 7, 0),
(13149, 1215670186, 3, 2, 56, 1551130406, 0, 0, 6, 0),
(13150, 1215670210, 3, 2, 103, 1001665955, 0, 0, 6, 0),
(13151, 1215670237, 1, 2, 0, -1062731201, 1, 2, 6, 0),
(13152, 1215670248, 3, 2, 108, -1758390720, 0, 0, 6, 0),
(13153, 1215670253, 2, 4, 99, 1409346862, 0, 0, 0, 0),
(13154, 1215670259, 3, 2, 15, 1483999482, 0, 0, 6, 0),
(13155, 1215670265, 2, 2, 56, 1437841547, 0, 0, 7, 0),
(13156, 1215670282, 3, 2, 56, 1421276227, 0, 0, 6, 0),
(13157, 1215670287, 2, 3, 99, -1019734747, 0, 0, 2, 15),
(13158, 1215670301, 4, 2, 0, -1408237530, 0, 0, 6, 0),
(13159, 1215670303, 2, 2, 56, 1481414613, 0, 0, 7, 0),
(13160, 1215670308, 3, 2, 36, -731731788, 0, 0, 6, 0),
(13161, 1215670316, 2, 2, 134, 1371583671, 0, 0, 6, 0),
(13162, 1215670333, 3, 2, 185, 1509707076, 0, 0, 6, 0),
(13163, 1215670339, 2, 3, 185, -1014803474, 0, 0, 2, 15),
(13164, 1215670371, 3, 2, 0, 180421828, 1, 3, 6, 0),
(13165, 1215670390, 3, 2, 134, 1371549353, 1, 5, 6, 0),
(13166, 1215670404, 3, 2, 103, 2057528536, 1, 4, 6, 0),
(13167, 1215670413, 2, 3, 174, 1394252952, 0, 0, 2, 15),
(13168, 1215670425, 2, 3, 225, 1173860970, 0, 0, 2, 15),
(13169, 1215670425, 3, 2, 134, -993106134, 0, 0, 6, 0),
(13170, 1215670439, 3, 2, 67, 1305545258, 0, 0, 6, 0),
(13171, 1215670441, 3, 2, 67, 1361320022, 1, 3, 6, 0),
(13172, 1215670456, 3, 2, 210, 2098943691, 0, 0, 6, 0),
(13173, 1215670466, 3, 2, 67, 1476890249, 0, 0, 6, 0),
(13174, 1215670483, 3, 2, 103, 996100727, 1, 2, 6, 0),
(13175, 1215670519, 2, 2, 185, 1372065807, 0, 0, 7, 0),
(13176, 1215670586, 2, 2, 233, -875370920, 1, 2, 6, 0),
(13177, 1215670602, 2, 2, 67, 1335376136, 0, 0, 7, 0),
(13178, 1215670605, 2, 2, 67, 1429335915, 0, 0, 7, 0),
(13179, 1215670620, 3, 2, 56, 1413290467, 0, 0, 6, 0),
(13180, 1215670621, 3, 2, 111, 979204508, 0, 0, 6, 0),
(13181, 1215670648, 2, 3, 185, 1407048827, 0, 0, 2, 15),
(13182, 1215670665, 3, 2, 67, 1361216834, 0, 0, 6, 0),
(13183, 1215670667, 2, 1, 185, 1519899763, 0, 0, 9, 51),
(13184, 1215670669, 2, 2, 36, -709297631, 0, 0, 7, 0),
(13185, 1215670682, 2, 2, 103, 2046017789, 0, 0, 7, 0),
(13186, 1215670709, 3, 2, 13, -1106144940, 0, 0, 6, 0),
(13187, 1215670713, 2, 2, 99, 1051052632, 0, 0, 7, 0),
(13188, 1215670718, 3, 2, 13, -906059394, 0, 0, 6, 0),
(13189, 1215670743, 2, 2, 77, 1523785937, 0, 0, 7, 0),
(13190, 1215670793, 3, 2, 99, 1348687731, 0, 0, 6, 0),
(13191, 1215670804, 3, 2, 187, 1466786630, 0, 0, 6, 0),
(13192, 1215670845, 3, 2, 99, 1536423682, 0, 0, 6, 0),
(13193, 1215670851, 3, 2, 67, 1478221636, 0, 0, 6, 0),
(13194, 1215670854, 2, 2, 67, 1414368714, 0, 0, 7, 0),
(13195, 1215670855, 5, 2, 77, -2089817969, 0, 0, 7, 0),
(13196, 1215670864, 2, 2, 56, 1340036290, 0, 0, 7, 0),
(13197, 1215670865, 3, 2, 185, -721914863, 0, 0, 6, 0),
(13198, 1215670887, 3, 2, 99, 1501842555, 0, 0, 6, 0),
(13199, 1215670908, 3, 2, 67, 1477522102, 0, 0, 6, 0),
(13200, 1215670927, 3, 2, 222, -1049714162, 0, 0, 6, 0),
(13201, 1215670958, 3, 2, 56, 1350747007, 0, 0, 6, 0),
(13202, 1215670961, 2, 2, 48, 2064210057, 0, 0, 6, 0),
(13203, 1215670967, 2, 2, 108, 1460299381, 0, 0, 7, 0),
(13204, 1215670971, 3, 2, 97, 1308823730, 0, 0, 6, 0),
(13205, 1215670975, 2, 3, 0, -1062731676, 0, 0, 2, 2),
(13206, 1215671010, 2, 4, 225, -821716617, 0, 0, 0, 0),
(13207, 1215671021, 2, 3, 103, 1975738897, 0, 0, 2, 15),
(13208, 1215671029, 2, 2, 108, 1327347868, 0, 0, 7, 0),
(13209, 1215671029, 3, 2, 67, 1395205146, 0, 0, 6, 0),
(13210, 1215671040, 2, 3, 99, 1532167440, 0, 0, 2, 15),
(13211, 1215671043, 3, 2, 179, 1385859179, 1, 3, 6, 0),
(13212, 1215671054, 3, 2, 0, -1062730735, 1, 2, 6, 0),
(13213, 1215671079, 3, 2, 0, 181733890, 0, 0, 6, 0);
INSERT INTO `tbl` (`id`, `ti`, `os`, `br`, `cn`, `ip`, `ok`, `sp`, `ma`, `mi`) VALUES
(13214, 1215671128, 5, 2, 192, 2030441751, 0, 0, 7, 0),
(13215, 1215671128, 3, 2, 48, -556696093, 0, 0, 6, 0),
(13216, 1215671128, 3, 2, 56, -1024990027, 0, 0, 7, 0),
(13217, 1215671177, 3, 2, 99, 1409290697, 0, 0, 6, 0),
(13218, 1215671197, 3, 2, 48, -593067415, 0, 0, 6, 0),
(13219, 1215671202, 3, 2, 103, 1969249817, 0, 0, 6, 0),
(13220, 1215671217, 2, 2, 56, 1339706699, 0, 0, 7, 0),
(13221, 1215671223, 3, 2, 103, 1001559746, 1, 2, 6, 0),
(13222, 1215671245, 2, 2, 15, -722371736, 0, 0, 7, 0),
(13223, 1215671262, 5, 2, 77, 1377322174, 0, 0, 7, 0),
(13224, 1215671271, 3, 2, 222, -737173658, 1, 2, 6, 0),
(13225, 1215671280, 3, 2, 56, 1509237290, 0, 0, 6, 0),
(13226, 1215671311, 2, 2, 56, 1437599447, 0, 0, 7, 0),
(13227, 1215671314, 3, 2, 103, 1001676509, 0, 0, 6, 0),
(13228, 1215671318, 2, 1, 185, 1432077386, 0, 0, 9, 50),
(13229, 1215671324, 2, 1, 222, 1550881536, 0, 0, 9, 25),
(13230, 1215671332, 2, 2, 108, 1460595747, 0, 0, 7, 0),
(13231, 1215671339, 2, 1, 185, 1296211786, 0, 0, 9, 51),
(13232, 1215671348, 3, 2, 103, -900519464, 1, 2, 6, 0),
(13233, 1215671356, 3, 2, 56, 1350752337, 0, 0, 6, 0),
(13234, 1215671399, 2, 2, 56, 1437936410, 0, 0, 7, 0),
(13235, 1215671440, 2, 2, 161, -733972514, 0, 0, 7, 0),
(13236, 1215671440, 3, 2, 56, 1413092904, 0, 0, 6, 0),
(13237, 1215671454, 2, 2, 48, 976334481, 0, 0, 7, 0),
(13238, 1215671458, 2, 2, 99, 1501949973, 0, 0, 7, 0),
(13239, 1215671461, 3, 2, 0, 177373236, 1, 2, 6, 0),
(13240, 1215671464, 3, 2, 214, 702678733, 0, 0, 6, 0),
(13241, 1215671484, 3, 2, 222, -1041262102, 0, 0, 6, 0),
(13242, 1215671491, 5, 4, 103, 2045864994, 0, 0, 0, 0),
(13243, 1215671493, 2, 1, 185, -715816600, 0, 0, 9, 26),
(13244, 1215671497, 2, 3, 185, 1333670267, 0, 0, 2, 11),
(13245, 1215671520, 2, 4, 99, 1370930985, 0, 0, 0, 0),
(13246, 1215671547, 3, 2, 139, 1333656579, 0, 0, 7, 0),
(13247, 1215671560, 2, 2, 96, -1101265706, 0, 0, 7, 0),
(13248, 1215671569, 3, 2, 77, -726169982, 0, 0, 6, 0),
(13249, 1215671615, 2, 2, 185, -735244542, 0, 0, 7, 0),
(13250, 1215671630, 3, 2, 99, 1371004580, 0, 0, 6, 0),
(13251, 1215671631, 3, 2, 99, 1384350168, 0, 0, 6, 0),
(13252, 1215671653, 2, 2, 16, 2044405223, 0, 0, 7, 0),
(13253, 1215671655, 3, 2, 185, -653647243, 0, 0, 6, 0),
(13254, 1215671658, 2, 2, 0, -1407775713, 1, 4, 6, 0),
(13255, 1215671688, 3, 2, 185, 1437337942, 0, 0, 6, 0),
(13256, 1215671711, 3, 2, 187, -710507949, 1, 5, 6, 0),
(13257, 1215671714, 3, 2, 90, -908554452, 0, 0, 6, 0),
(13258, 1215671715, 2, 2, 134, 704211707, 0, 0, 7, 0),
(13259, 1215671739, 2, 2, 185, 1428081106, 0, 0, 7, 0),
(13260, 1215671751, 2, 2, 214, 702733545, 0, 0, 6, 0),
(13261, 1215671756, 2, 1, 222, 1550943438, 0, 0, 9, 51),
(13262, 1215671765, 5, 2, 77, 1298142787, 0, 0, 7, 0),
(13263, 1215671766, 3, 2, 103, 1975943282, 0, 0, 6, 0),
(13264, 1215671786, 1, 2, 0, 1569950374, 1, 2, 6, 0),
(13265, 1215671791, 3, 2, 15, -733746568, 0, 0, 6, 0),
(13266, 1215671803, 3, 2, 103, 2076803480, 0, 0, 6, 0),
(13267, 1215671811, 3, 2, 0, 173621183, 0, 0, 6, 0),
(13268, 1215671818, 3, 2, 161, -728167354, 0, 0, 6, 0),
(13269, 1215671847, 3, 2, 122, 1507475902, 0, 0, 6, 0),
(13270, 1215671848, 2, 2, 56, 1496519205, 0, 0, 7, 0),
(13271, 1215671893, 3, 2, 217, 1432469877, 0, 0, 6, 0),
(13272, 1215671905, 3, 2, 210, 2098943459, 0, 0, 6, 0),
(13273, 1215671921, 1, 2, 48, -592784422, 0, 0, 5, 1),
(13274, 1215671987, 3, 2, 48, -596494174, 0, 0, 6, 0),
(13275, 1215671999, 2, 2, 99, 1365179219, 0, 0, 7, 0),
(13276, 1215672041, 2, 2, 103, 1001666025, 0, 0, 7, 0),
(13277, 1215672043, 3, 2, 13, -1095907729, 0, 0, 6, 0),
(13278, 1215672061, 3, 2, 134, -993100061, 0, 0, 6, 0),
(13279, 1215672080, 2, 2, 49, -1105436189, 0, 0, 6, 0),
(13280, 1215672080, 2, 2, 0, 174377107, 0, 0, 7, 0),
(13281, 1215672084, 3, 2, 56, 1413232381, 0, 0, 6, 0),
(13282, 1215672085, 2, 3, 185, -705474798, 0, 0, 2, 15),
(13283, 1215672175, 2, 2, 225, 1162157324, 0, 0, 7, 0),
(13284, 1215672190, 3, 2, 179, 1295430578, 0, 0, 6, 0),
(13285, 1215672195, 3, 2, 56, 1353406684, 0, 0, 6, 0),
(13286, 1215672205, 2, 2, 48, 2032395345, 0, 0, 7, 0),
(13287, 1215672206, 2, 2, 13, -1439465678, 0, 0, 7, 0),
(13288, 1215672219, 3, 2, 99, 1385018766, 0, 0, 6, 0),
(13289, 1215672235, 2, 2, 185, 1500323998, 1, 3, 7, 0),
(13290, 1215672237, 3, 2, 185, -1048836482, 1, 2, 6, 0),
(13291, 1215672242, 3, 2, 185, 1334567686, 0, 0, 6, 0),
(13292, 1215672248, 2, 2, 56, 1418051087, 0, 0, 7, 0),
(13293, 1215672279, 2, 1, 222, -1038554026, 0, 0, 9, 25),
(13294, 1215672286, 2, 2, 134, 704263414, 0, 0, 6, 0),
(13295, 1215672296, 3, 2, 99, 1314656235, 0, 0, 6, 0),
(13296, 1215672300, 3, 2, 102, 1464164950, 0, 0, 6, 0),
(13297, 1215672309, 2, 2, 108, 1423952348, 0, 0, 7, 0),
(13298, 1215672312, 5, 2, 103, 1969226313, 0, 0, 7, 0),
(13299, 1215672331, 2, 2, 222, -1043835890, 0, 0, 7, 0),
(13300, 1215672340, 3, 2, 100, 1039597867, 1, 2, 6, 0),
(13301, 1215672351, 3, 2, 185, -732007463, 0, 0, 6, 0),
(13302, 1215672354, 2, 2, 31, -920027673, 0, 0, 7, 0),
(13303, 1215672388, 5, 3, 43, 1426188886, 0, 0, 2, 15),
(13304, 1215672401, 3, 2, 48, 1007251668, 0, 0, 6, 0),
(13305, 1215672403, 2, 2, 67, -1046902505, 0, 0, 7, 0),
(13306, 1215672419, 1, 2, 56, 1481289218, 0, 0, 6, 0),
(13307, 1215672433, 3, 2, 222, 1546770239, 0, 0, 6, 0),
(13308, 1215672433, 2, 3, 222, 1550968962, 0, 0, 2, 12),
(13309, 1215672444, 2, 3, 99, 1045283353, 0, 0, 2, 15),
(13310, 1215672456, 3, 2, 225, 1172150381, 0, 0, 6, 0),
(13311, 1215672456, 2, 2, 48, 2090623589, 0, 0, 7, 0),
(13312, 1215672470, 3, 2, 184, -1042138014, 1, 2, 6, 0),
(13313, 1215672472, 2, 2, 225, 1626072979, 1, 5, 6, 0),
(13314, 1215672473, 2, 2, 77, 1509075798, 0, 0, 7, 0),
(13315, 1215672482, 2, 2, 210, -896803054, 0, 0, 7, 0),
(13316, 1215672488, 3, 2, 185, -711770142, 0, 0, 6, 0),
(13317, 1215672496, 3, 2, 185, -730721695, 1, 2, 6, 0),
(13318, 1215672510, 3, 2, 67, 1335089693, 0, 0, 6, 0),
(13319, 1215672512, 2, 2, 153, 1009925871, 0, 0, 7, 0),
(13320, 1215672517, 3, 2, 56, 1475687908, 0, 0, 6, 0),
(13321, 1215672545, 2, 2, 56, 1437603991, 0, 0, 7, 0),
(13322, 1215672557, 2, 3, 24, 1520098425, 0, 0, 2, 15),
(13323, 1215672584, 5, 2, 103, 2098389419, 0, 0, 7, 0),
(13324, 1215672614, 1, 3, 0, -1408237401, 0, 0, 2, 15),
(13325, 1215672621, 3, 2, 19, 1502774107, 0, 0, 6, 0),
(13326, 1215672708, 2, 4, 0, -1062723251, 0, 0, 0, 0),
(13327, 1215672729, 3, 2, 46, -1105981788, 0, 0, 6, 0),
(13328, 1215672741, 2, 2, 77, 1453144232, 0, 0, 7, 0),
(13329, 1215672744, 2, 2, 162, 1436844869, 0, 0, 7, 0),
(13330, 1215672753, 5, 2, 31, -919878378, 0, 0, 7, 0),
(13331, 1215672788, 3, 2, 103, 996006501, 1, 4, 6, 0),
(13332, 1215672793, 3, 2, 103, 1001562293, 0, 0, 6, 0),
(13333, 1215672800, 3, 2, 31, -921149947, 0, 0, 6, 0),
(13334, 1215672817, 2, 2, 210, -896198495, 0, 0, 7, 0),
(13335, 1215672817, 2, 2, 210, -896198527, 0, 0, 7, 0),
(13336, 1215672837, 3, 2, 185, 1388863618, 0, 0, 6, 0),
(13337, 1215672838, 2, 1, 185, 1450091281, 0, 0, 9, 50),
(13338, 1215672868, 3, 2, 56, 1418522554, 1, 2, 6, 0),
(13339, 1215672871, 2, 2, 174, 1393745578, 0, 0, 7, 0),
(13340, 1215672878, 3, 2, 103, 1975756619, 0, 0, 6, 0),
(13341, 1215672878, 3, 2, 103, -1536940508, 1, 2, 6, 0),
(13342, 1215672893, 2, 2, 56, 1412206094, 0, 0, 7, 0),
(13343, 1215672901, 1, 2, 185, -643282354, 1, 2, 6, 0),
(13344, 1215672926, 3, 2, 2, 972744695, 0, 0, 6, 0),
(13345, 1215672953, 3, 2, 103, 1024578681, 1, 2, 6, 0),
(13346, 1215672978, 2, 2, 67, 1394907778, 1, 2, 6, 0),
(13347, 1215672982, 3, 2, 77, 1042230492, 1, 4, 6, 0),
(13348, 1215672986, 2, 1, 222, -1037299927, 0, 0, 9, 22),
(13349, 1215672988, 2, 2, 61, 702353483, 0, 0, 7, 0),
(13350, 1215673019, 2, 4, 225, 412143328, 0, 0, 0, 0),
(13351, 1215673045, 2, 2, 67, 1386179274, 0, 0, 7, 0),
(13352, 1215673061, 3, 2, 185, 1360737780, 0, 0, 6, 0),
(13353, 1215673074, 2, 3, 99, 1409536767, 0, 0, 2, 15),
(13354, 1215673081, 2, 3, 225, -839982209, 0, 0, 2, 15),
(13355, 1215673093, 3, 2, 192, 2030563108, 0, 0, 6, 0),
(13356, 1215673156, 3, 2, 56, 1471676146, 0, 0, 6, 0),
(13357, 1215673157, 3, 2, 30, -932585629, 0, 0, 6, 0),
(13358, 1215673175, 1, 2, 103, 1001665241, 0, 0, 6, 0),
(13359, 1215673201, 3, 2, 56, 1350727050, 0, 0, 6, 0),
(13360, 1215673217, 3, 2, 210, 973647645, 0, 0, 6, 0),
(13361, 1215673231, 5, 4, 101, 1499808629, 0, 0, 0, 0),
(13362, 1215673239, 2, 2, 15, 1350207354, 0, 0, 7, 0),
(13363, 1215673247, 2, 2, 67, 1394973319, 0, 0, 7, 0),
(13364, 1215673259, 3, 2, 185, 1384776403, 0, 0, 6, 0),
(13365, 1215673266, 2, 2, 67, 1395487080, 0, 0, 7, 0),
(13366, 1215673286, 5, 2, 13, -1098153600, 0, 0, 7, 0),
(13367, 1215673293, 2, 2, 108, 1460122867, 0, 0, 7, 0),
(13368, 1215673301, 3, 2, 226, -1103053375, 0, 0, 6, 0),
(13369, 1215673310, 2, 2, 56, 1413325206, 0, 0, 6, 0),
(13370, 1215673322, 2, 1, 122, 1388885307, 0, 0, 9, 50),
(13371, 1215673338, 2, 4, 222, 1534884913, 0, 0, 0, 0),
(13372, 1215673347, 3, 2, 94, -771331868, 0, 0, 6, 0),
(13373, 1215673374, 2, 2, 99, 1314655944, 0, 0, 7, 0),
(13374, 1215673382, 3, 2, 99, -720343934, 0, 0, 6, 0),
(13375, 1215673414, 2, 2, 48, 1947278437, 0, 0, 7, 0),
(13376, 1215673436, 2, 2, 185, 1311084353, 0, 0, 7, 0),
(13377, 1215673440, 2, 2, 103, -1536938858, 0, 0, 7, 0),
(13378, 1215673467, 2, 3, 103, 2057902841, 0, 0, 2, 15),
(13379, 1215673468, 2, 2, 43, 1426133179, 0, 0, 7, 0),
(13380, 1215673479, 2, 2, 99, -735553459, 0, 0, 7, 0),
(13381, 1215673480, 3, 2, 185, 1422663106, 0, 0, 6, 0),
(13382, 1215673511, 3, 2, 56, 1467737242, 0, 0, 6, 0),
(13383, 1215673543, 3, 2, 99, 1409474520, 0, 0, 6, 0),
(13384, 1215673549, 2, 2, 46, -1101873144, 0, 0, 7, 0),
(13385, 1215673565, 3, 2, 103, 2057498711, 0, 0, 6, 0),
(13386, 1215673577, 3, 2, 187, -710501480, 1, 2, 6, 0),
(13387, 1215673579, 2, 2, 56, 1353395895, 0, 0, 7, 0),
(13388, 1215673583, 2, 2, 56, 1417818049, 0, 0, 7, 0),
(13389, 1215673589, 3, 2, 0, 183552260, 0, 0, 6, 0),
(13390, 1215673590, 3, 2, 48, 2102814919, 0, 0, 6, 0),
(13391, 1215673611, 3, 2, 74, 1484487269, 0, 0, 6, 0),
(13392, 1215673628, 2, 2, 108, 1460145942, 0, 0, 7, 0),
(13393, 1215673636, 3, 2, 185, -738073616, 0, 0, 6, 0),
(13394, 1215673639, 2, 3, 99, 1409406692, 0, 0, 2, 15),
(13395, 1215673676, 3, 2, 103, 1001568549, 0, 0, 6, 0),
(13396, 1215673689, 2, 2, 56, 1437768822, 0, 0, 7, 0),
(13397, 1215673690, 2, 2, 159, 701754715, 1, 2, 6, 0),
(13398, 1215673696, 5, 2, 56, 1480667455, 0, 0, 7, 0),
(13399, 1215673726, 2, 1, 185, 1446933626, 0, 0, 9, 27),
(13400, 1215673753, 2, 3, 31, -916950509, 0, 0, 2, 15),
(13401, 1215673767, 3, 2, 56, 1292661691, 0, 0, 6, 0),
(13402, 1215673790, 2, 2, 15, 1299682872, 0, 0, 6, 0),
(13403, 1215673793, 2, 2, 179, 1566969198, 0, 0, 7, 0),
(13404, 1215673799, 3, 2, 185, 1346791062, 0, 0, 6, 0),
(13405, 1215673800, 3, 2, 225, 644433693, 0, 0, 6, 0),
(13406, 1215673817, 3, 2, 67, 1520637509, 0, 0, 6, 0),
(13407, 1215673824, 3, 2, 185, 1307651416, 1, 2, 6, 0),
(13408, 1215673830, 3, 2, 48, 976692120, 0, 0, 6, 0),
(13409, 1215673836, 3, 2, 233, 2064646909, 1, 2, 6, 0),
(13410, 1215673848, 3, 2, 48, 977152677, 0, 0, 6, 0),
(13411, 1215673863, 2, 2, 56, 1055126161, 0, 0, 7, 0),
(13412, 1215673880, 2, 2, 233, 1962959808, 0, 0, 7, 0),
(13413, 1215673897, 3, 2, 67, 1305555960, 0, 0, 6, 0),
(13414, 1215673911, 2, 2, 185, 1358578326, 0, 0, 7, 0),
(13415, 1215673954, 2, 3, 222, 1509699107, 0, 0, 2, 15),
(13416, 1215673958, 2, 2, 56, 1464822950, 0, 0, 7, 0),
(13417, 1215673967, 2, 2, 161, 1372529186, 0, 0, 7, 0),
(13418, 1215673968, 5, 2, 185, 1365214801, 0, 0, 7, 0),
(13419, 1215673989, 2, 2, 94, 983111824, 1, 2, 6, 0),
(13420, 1215674012, 3, 2, 178, -720990140, 0, 0, 6, 0),
(13421, 1215674032, 2, 2, 225, -2139699246, 0, 0, 7, 0),
(13422, 1215674055, 2, 2, 217, 1432634535, 0, 0, 7, 0),
(13423, 1215674068, 3, 2, 103, 2046276711, 1, 2, 6, 0),
(13424, 1215674100, 2, 1, 222, 1308037264, 0, 0, 9, 0),
(13425, 1215674100, 2, 1, 222, -1038270598, 0, 0, 9, 27),
(13426, 1215674101, 2, 3, 99, 1423969630, 0, 0, 2, 15),
(13427, 1215674106, 2, 3, 99, 1370945541, 0, 0, 2, 15),
(13428, 1215674109, 3, 2, 56, -639239617, 1, 3, 6, 0),
(13429, 1215674113, 2, 2, 13, -1104040283, 1, 2, 6, 0),
(13430, 1215674124, 2, 2, 97, 1401101799, 0, 0, 7, 0),
(13431, 1215674129, 2, 2, 161, 1381782345, 0, 0, 7, 0),
(13432, 1215674133, 2, 2, 102, 1337169343, 0, 0, 7, 0),
(13433, 1215674152, 2, 2, 134, -992403393, 0, 0, 7, 0),
(13434, 1215674154, 3, 2, 48, -611860490, 0, 0, 6, 0),
(13435, 1215674184, 3, 2, 13, -1105242007, 0, 0, 6, 0),
(13436, 1215674217, 2, 2, 103, -896528975, 0, 0, 7, 0),
(13437, 1215674229, 3, 2, 99, 1465997276, 0, 0, 6, 0),
(13438, 1215674230, 2, 2, 67, 1394792078, 1, 3, 6, 0),
(13439, 1215674231, 3, 2, 99, 1501934828, 1, 2, 6, 0),
(13440, 1215674263, 2, 2, 56, 1339122625, 0, 0, 7, 0),
(13441, 1215674280, 3, 2, 56, 1351350574, 0, 0, 6, 0),
(13442, 1215674345, 5, 2, 77, 1330554350, 0, 0, 7, 0),
(13443, 1215674360, 2, 2, 185, 1401544069, 0, 0, 7, 0),
(13444, 1215674403, 3, 2, 0, 235209510, 1, 2, 6, 0),
(13445, 1215674405, 1, 2, 161, 1051827579, 0, 0, 5, 1),
(13446, 1215674417, 3, 2, 103, 2046167201, 0, 0, 6, 0),
(13447, 1215674440, 2, 1, 185, -732005829, 0, 0, 9, 0),
(13448, 1215674454, 2, 2, 102, -730548623, 0, 0, 7, 0),
(13449, 1215674474, 3, 2, 56, 1481561642, 0, 0, 6, 0),
(13450, 1215674480, 2, 2, 108, 1460243053, 0, 0, 7, 0),
(13451, 1215674509, 2, 2, 77, 1365435503, 0, 0, 7, 0),
(13452, 1215674513, 3, 2, 48, -556444009, 0, 0, 6, 0),
(13453, 1215674532, 2, 2, 0, 174377096, 0, 0, 7, 0),
(13454, 1215674532, 3, 2, 77, 1543735354, 0, 0, 6, 0),
(13455, 1215674558, 3, 2, 179, 1559917877, 0, 0, 7, 0),
